humidity,temp,time
72.12,-18.93,2018-11-18 16:10
72.35,-18.93,2018-11-18 16:15
72.63,-18.89,2018-11-18 16:20
72.68,-18.86,2018-11-18 16:25
72.26,-18.93,2018-11-18 16:31
72.02,-18.94,2018-11-18 16:36
72.12,-18.94,2018-11-18 16:41
72.35,-18.9,2018-11-18 16:46
72.63,-18.87,2018-11-18 16:51
72.65,-18.87,2018-11-18 16:56
72.19,-18.94,2018-11-18 17:01
71.98,-18.97,2018-11-18 17:06
72.1,-18.95,2018-11-18 17:11
72.33,-18.93,2018-11-18 17:16
72.65,-18.86,2018-11-18 17:21
72.68,-18.89,2018-11-18 17:26
72.2,-18.91,2018-11-18 17:31
72.02,-18.94,2018-11-18 17:36
72.12,-18.96,2018-11-18 17:41
72.38,-18.91,2018-11-18 17:46
72.64,-18.86,2018-11-18 17:51
72.6,-18.87,2018-11-18 17:56
72.18,-18.91,2018-11-18 18:01
72.01,-18.94,2018-11-18 18:06
72.12,-18.93,2018-11-18 18:11
72.39,-18.93,2018-11-18 18:17
72.67,-18.9,2018-11-18 18:22
72.54,-18.87,2018-11-18 18:27
72.11,-18.93,2018-11-18 18:32
71.99,-18.94,2018-11-18 18:37
72.16,-18.95,2018-11-18 18:42
72.42,-18.93,2018-11-18 18:47
72.7,-18.87,2018-11-18 18:52
72.55,-18.87,2018-11-18 18:57
72.12,-18.94,2018-11-18 19:02
72.0,-18.95,2018-11-18 19:07
72.19,-18.95,2018-11-18 19:12
72.47,-18.89,2018-11-18 19:17
72.72,-18.87,2018-11-18 19:22
72.51,-18.87,2018-11-18 19:27
72.09,-18.95,2018-11-18 19:32
71.99,-18.95,2018-11-18 19:37
72.18,-18.93,2018-11-18 19:42
72.44,-18.91,2018-11-18 19:48
72.65,-18.89,2018-11-18 19:53
72.38,-18.92,2018-11-18 19:58
72.01,-18.95,2018-11-18 20:03
71.99,-18.96,2018-11-18 20:08
72.19,-18.95,2018-11-18 20:13
72.44,-18.92,2018-11-18 20:18
72.57,-18.89,2018-11-18 20:23
72.24,-18.94,2018-11-18 20:28
71.93,-18.99,2018-11-18 20:33
71.99,-18.98,2018-11-18 20:38
72.22,-18.94,2018-11-18 20:43
72.51,-18.92,2018-11-18 20:48
72.7,-18.91,2018-11-18 20:53
72.34,-18.94,2018-11-18 20:58
71.99,-18.97,2018-11-18 21:03
72.04,-18.95,2018-11-18 21:08
73.25,-18.86,2018-11-18 21:13
74.63,-18.68,2018-11-18 21:18
74.11,-18.54,2018-11-18 21:23
73.06,-18.52,2018-11-18 21:28
72.26,-18.53,2018-11-18 21:33
72.02,-18.5,2018-11-18 21:38
72.06,-18.5,2018-11-18 21:44
72.17,-18.47,2018-11-18 21:49
71.91,-18.53,2018-11-18 21:54
71.45,-18.57,2018-11-18 21:59
71.41,-18.63,2018-11-18 22:04
71.64,-18.6,2018-11-18 22:09
71.97,-18.61,2018-11-18 22:14
72.12,-18.6,2018-11-18 22:19
71.77,-18.67,2018-11-18 22:24
71.49,-18.71,2018-11-18 22:29
71.62,-18.72,2018-11-18 22:34
71.9,-18.71,2018-11-18 22:39
72.2,-18.7,2018-11-18 22:44
73.72,-18.01,2018-11-18 22:49
79.37,-17.62,2018-11-18 22:54
80.68,-17.32,2018-11-18 22:59
80.6,-17.21,2018-11-18 23:04
80.21,-17.14,2018-11-18 23:09
79.52,-17.28,2018-11-18 23:14
79.37,-17.26,2018-11-18 23:19
79.04,-17.23,2018-11-18 23:24
78.59,-17.26,2018-11-18 23:30
78.01,-17.33,2018-11-18 23:35
77.2,-17.49,2018-11-18 23:40
76.65,-17.63,2018-11-18 23:45
76.43,-17.73,2018-11-18 23:50
76.34,-17.79,2018-11-18 23:55
75.93,-17.95,2018-11-19 00:00
75.33,-18.09,2018-11-19 00:05
75.19,-18.18,2018-11-19 00:10
75.36,-18.23,2018-11-19 00:15
75.58,-18.26,2018-11-19 00:20
75.37,-18.37,2018-11-19 00:25
74.94,-18.5,2018-11-19 00:30
74.84,-18.56,2018-11-19 00:35
75.01,-18.63,2018-11-19 00:40
75.25,-18.63,2018-11-19 00:45
75.21,-18.71,2018-11-19 00:50
74.78,-18.82,2018-11-19 00:55
74.65,-18.89,2018-11-19 01:01
74.84,-18.9,2018-11-19 01:06
75.13,-18.87,2018-11-19 01:11
75.31,-18.91,2018-11-19 01:16
75.13,-18.98,2018-11-19 01:21
74.79,-19.06,2018-11-19 01:26
74.8,-19.11,2018-11-19 01:31
74.97,-19.1,2018-11-19 01:36
75.25,-19.09,2018-11-19 01:41
75.38,-19.07,2018-11-19 01:46
75.11,-19.14,2018-11-19 01:51
74.87,-19.21,2018-11-19 01:56
74.88,-19.21,2018-11-19 02:01
75.11,-19.21,2018-11-19 02:06
75.37,-19.17,2018-11-19 02:11
75.39,-19.2,2018-11-19 02:16
75.02,-19.26,2018-11-19 02:21
74.86,-19.29,2018-11-19 02:26
74.97,-19.31,2018-11-19 02:31
75.2,-19.27,2018-11-19 02:36
75.44,-19.24,2018-11-19 02:41
75.43,-19.26,2018-11-19 02:46
75.06,-19.33,2018-11-19 02:51
74.88,-19.34,2018-11-19 02:56
74.98,-19.33,2018-11-19 03:01
75.23,-19.3,2018-11-19 03:06
75.43,-19.29,2018-11-19 03:11
75.27,-19.33,2018-11-19 03:17
74.94,-19.35,2018-11-19 03:22
74.91,-19.38,2018-11-19 03:27
75.08,-19.36,2018-11-19 03:32
75.32,-19.3,2018-11-19 03:37
75.53,-19.26,2018-11-19 03:42
75.36,-19.31,2018-11-19 03:47
74.96,-19.35,2018-11-19 03:52
74.9,-19.38,2018-11-19 03:57
75.07,-19.36,2018-11-19 04:02
75.31,-19.33,2018-11-19 04:07
75.56,-19.28,2018-11-19 04:12
75.34,-19.3,2018-11-19 04:17
74.97,-19.34,2018-11-19 04:22
74.9,-19.38,2018-11-19 04:27
75.07,-19.35,2018-11-19 04:32
75.29,-19.3,2018-11-19 04:37
75.48,-19.3,2018-11-19 04:42
75.18,-19.35,2018-11-19 04:47
74.86,-19.4,2018-11-19 04:52
74.86,-19.38,2018-11-19 04:58
75.03,-19.36,2018-11-19 05:03
75.31,-19.34,2018-11-19 05:08
75.47,-19.28,2018-11-19 05:13
75.18,-19.36,2018-11-19 05:18
74.86,-19.41,2018-11-19 05:23
74.86,-19.4,2018-11-19 05:28
75.05,-19.4,2018-11-19 05:33
75.29,-19.34,2018-11-19 05:38
75.49,-19.28,2018-11-19 05:43
75.27,-19.36,2018-11-19 05:48
74.9,-19.39,2018-11-19 05:53
74.87,-19.4,2018-11-19 05:58
75.04,-19.36,2018-11-19 06:03
75.31,-19.33,2018-11-19 06:08
75.5,-19.29,2018-11-19 06:13
75.27,-19.33,2018-11-19 06:18
74.93,-19.38,2018-11-19 06:23
74.87,-19.38,2018-11-19 06:28
75.03,-19.35,2018-11-19 06:33
75.29,-19.34,2018-11-19 06:38
75.5,-19.28,2018-11-19 06:43
75.29,-19.31,2018-11-19 06:48
74.91,-19.38,2018-11-19 06:53
74.82,-19.4,2018-11-19 06:59
75.0,-19.36,2018-11-19 07:04
75.25,-19.36,2018-11-19 07:09
75.46,-19.3,2018-11-19 07:14
75.3,-19.31,2018-11-19 07:19
74.91,-19.37,2018-11-19 07:24
74.83,-19.4,2018-11-19 07:29
74.96,-19.39,2018-11-19 07:34
75.22,-19.35,2018-11-19 07:39
75.38,-19.34,2018-11-19 07:44
75.11,-19.38,2018-11-19 07:49
74.79,-19.43,2018-11-19 07:54
74.82,-19.42,2018-11-19 07:59
75.05,-19.4,2018-11-19 08:04
75.29,-19.35,2018-11-19 08:09
75.43,-19.34,2018-11-19 08:14
75.2,-19.38,2018-11-19 08:19
74.85,-19.42,2018-11-19 08:24
74.82,-19.44,2018-11-19 08:29
74.99,-19.39,2018-11-19 08:34
75.29,-19.37,2018-11-19 08:39
75.47,-19.34,2018-11-19 08:44
75.19,-19.36,2018-11-19 08:49
74.87,-19.43,2018-11-19 08:55
74.86,-19.39,2018-11-19 09:00
75.05,-19.41,2018-11-19 09:05
75.32,-19.35,2018-11-19 09:10
75.46,-19.33,2018-11-19 09:15
75.17,-19.37,2018-11-19 09:20
74.83,-19.41,2018-11-19 09:25
74.82,-19.41,2018-11-19 09:30
75.05,-19.38,2018-11-19 09:35
75.31,-19.33,2018-11-19 09:40
75.43,-19.31,2018-11-19 09:45
75.1,-19.4,2018-11-19 09:50
74.82,-19.39,2018-11-19 09:55
74.86,-19.41,2018-11-19 10:00
75.06,-19.41,2018-11-19 10:05
75.33,-19.34,2018-11-19 10:10
75.46,-19.33,2018-11-19 10:15
75.08,-19.38,2018-11-19 10:20
74.83,-19.41,2018-11-19 10:25
74.87,-19.41,2018-11-19 10:31
75.08,-19.38,2018-11-19 10:36
75.33,-19.35,2018-11-19 10:41
75.43,-19.31,2018-11-19 10:46
